date,kg,
2014/5/3,74.9 ,
2014/5/4,74.2 ,
2014/5/5,74.6 ,
2014/5/6,74.7 ,
2014/5/7,75.9 ,
2014/5/8,74.1 ,
2014/5/9,,
2014/5/10,74.2 ,
2014/5/11,,
2014/5/12,74.7 ,
2014/5/13,73.6 ,
2014/5/14,73.8 ,
2014/5/15,73.7 ,
2014/5/16,73.7 ,
2014/5/17,,
2014/5/18,73.9 ,
2014/5/19,73.7 ,
2014/5/20,73.7 ,
2014/5/21,73.4 ,
2014/5/22,73.1 ,
2014/5/23,72.8 ,
2014/5/24,72.5 ,
2014/5/25,73.1 ,
2014/5/26,73.9 ,
2014/5/27,73.3 ,
2014/5/28,73.0 ,
2014/5/29,73.2 ,
2014/5/30,73.6 ,
2014/5/31,73.1 ,
2014/6/1,72.6 ,
2014/6/2,73.1 ,
2014/6/3,74.0 ,
2014/6/4,73.0 ,
2014/6/5,72.8 ,
2014/6/6,72.7 ,
2014/6/7,72.5 ,
2014/6/8,72.7 ,
2014/6/9,72.9 ,
2014/6/10,72.9 ,
2014/6/11,72.6 ,
2014/6/12,72.9 ,
2014/6/13,72.0 ,
2014/6/14,72.1 ,
2014/6/15,72.4 ,
2014/6/16,71.9 ,
2014/6/17,72.3 ,
2014/6/18,71.7 ,
2014/6/19,71.9 ,
2014/6/20,71.1 ,
2014/6/21,71.3 ,
2014/6/22,71.9 ,
2014/6/23,72.2 ,
2014/6/24,72.3 ,
2014/6/25,71.5 ,
2014/6/26,71.2 ,
2014/6/27,71.4 ,
2014/6/28,71.4 ,
2014/6/29,,
2014/6/30,72.5 ,
2014/7/1,72.2 ,
2014/7/2,71.7 ,
2014/7/3,72.1 ,
2014/7/4,71.9 ,
2014/7/5,71.1 ,
2014/7/6,70.9 ,
2014/7/7,71.4 ,
2014/7/8,71.4 ,
2014/7/9,71.0 ,
2014/7/10,71.4 ,
2014/7/11,71.6 ,
2014/7/12,71.2 ,
2014/7/13,71.2 ,
2014/7/14,71.8 ,
2014/7/15,72.5 ,
2014/7/16,70.4 ,
2014/7/17,71.0 ,
2014/7/18,71.3 ,
2014/7/19,70.3 ,
2014/7/20,69.9 ,
2014/7/21,70.9 ,
2014/7/22,71.1 ,
2014/7/23,,
2014/7/24,71.1 ,
2014/7/25,70.9 ,
2014/7/26,72.1 ,
2014/7/27,70.8 ,
2014/7/28,72.2 ,
2014/7/29,71.8 ,
2014/7/30,70.6 ,
2014/7/31,71.1 ,
2014/8/1,71.2 ,
2014/8/2,,
2014/8/3,,
2014/8/4,72.4 ,
2014/8/5,70.5 ,
2014/8/6,71.2 ,
2014/8/7,69.8 ,
2014/8/8,71.6 ,
2014/8/9,71.1 ,
2014/8/10,71.2 ,
2014/8/11,71.6 ,
2014/8/12,71.4 ,
2014/8/13,,
2014/8/14,,
2014/8/15,,
2014/8/16,,
2014/8/17,,
2014/8/18,72.1 ,
2014/8/19,71.9 ,
2014/8/20,71.9 ,
2014/8/21,71.8 ,
2014/8/22,70.6 ,
2014/8/23,,
2014/8/24,,
2014/8/25,72.4 ,
2014/8/26,72.1 ,
2014/8/27,71.7 ,
2014/8/28,71.8 ,
2014/8/29,,
2014/8/30,,
2014/8/31,,
2014/9/1,,
2014/9/2,,
2014/9/3,,
2014/9/4,,
2014/9/5,,
2014/9/6,,
2014/9/7,,
2014/9/8,,
2014/9/9,,
2014/9/10,,
2014/9/11,70.5 ,
2014/9/12,,
2014/9/13,,
2014/9/14,,
2014/9/15,,
2014/9/16,,
2014/9/17,,
2014/9/18,,
2014/9/19,,
2014/9/20,,
2014/9/21,,
2014/9/22,,
2014/9/23,,
2014/9/24,,
2014/9/25,,
2014/9/26,,
2014/9/27,,
2014/9/28,,
2014/9/29,,
2014/9/30,,
2014/10/1,,
2014/10/2,,
2014/10/3,,
2014/10/4,,
2014/10/5,73.1 ,
2014/10/6,71.8 ,17.4 
2014/10/7,71.5 ,17.8 
2014/10/8,71.5 ,17.4 
2014/10/9,71.4 ,17.2 
2014/10/10,71.8 ,
2014/10/11,,
2014/10/12,,
2014/10/13,,
2014/10/14,,
2014/10/15,,
2014/10/16,,
2014/10/17,72.4 ,
2014/10/18,,
2014/10/19,70.9 ,
2014/10/20,72.9 ,16.9 
2014/10/21,72.8 ,16.8 
2014/10/22,72.1 ,16.7 
2014/10/23,71.7 ,16.7 
2014/10/24,,
2014/10/25,,
2014/10/26,,
2014/10/27,72.9 ,17.9 
2014/10/28,72.7 ,17.8 
2014/10/29,72.9 ,18.1 
2014/10/30,72.1 ,16.9 
2014/10/31,,
2014/11/1,,
2014/11/2,,
2014/11/3,,
2014/11/4,72.6 ,18.1 
2014/11/5,72.5 ,17.7 
2014/11/6,,
2014/11/7,,
2014/11/8,,
2014/11/9,,
2014/11/10,,
2014/11/11,,
2014/11/12,,
2014/11/13,,
2014/11/14,,
2014/11/15,,
2014/11/16,,
2014/11/17,,
2014/11/18,,
2014/11/19,,
2014/11/20,,
2014/11/21,,
2014/11/22,,
2014/11/23,,
2014/11/24,,
2014/11/25,,
2014/11/26,,
2014/11/27,,
2014/11/28,,
2014/11/29,,
2014/11/30,,
2014/12/1,,
2014/12/2,,
2014/12/3,,
2014/12/4,,
2014/12/5,72.8 ,18.8 
2014/12/6,72.8 ,18.1 
2014/12/7,73.0 ,19.1 
2014/12/8,72.7 ,18.0 
2014/12/9,73.0 ,17.8 
2014/12/10,73.1 ,17.9 
2014/12/11,73.1 ,18.5 
2014/12/12,73.0 ,17.8 
2014/12/13,,
2014/12/14,,
2014/12/15,72.4 ,16.9 
2014/12/16,72.8 ,16.8 
2014/12/17,72.6 ,17.0 
2014/12/18,72.2 ,16.5 
2014/12/19,,
2014/12/20,,
2014/12/21,,
2014/12/22,73.5 ,17.8 
2014/12/23,72.7 ,18.0 
2014/12/24,73.7 ,18.7 
2014/12/25,73.6 ,17.8 
2014/12/26,73.3 ,17.7 
2014/12/27,72.8 ,17.6 
2014/12/28,,
2014/12/29,,
2014/12/30,74.0 ,17.2 
2014/12/31,73.2 ,17.4 
