date,kg,
2019/9/17,72.05 ,16.0 
2019/9/18,71.75 ,15.0 
2019/9/19,71.30 ,16.3 
2019/9/20,71.90 ,16.0 
2019/9/21,71.80 ,14.8 
2019/9/22,71.05 ,14.8 
2019/9/23,71.15 ,15.1 
2019/9/24,71.65 ,15.9 
2019/9/25,71.65 ,17.0 
2019/9/26,71.65 ,15.4 
2019/9/27,70.85 ,16.2 
2019/9/28,71.20 ,16.2 
2019/9/29,70.80 ,15.0 
2019/9/30,71.70 ,16.2 
2019/10/1,72.40 ,17.2 
2019/10/2,71.70 ,15.2 
2019/10/3,71.60 ,17.3 
2019/10/4,,
2019/10/5,,
2019/10/6,,
2019/10/7,72.55 ,17.2 
2019/10/8,72.40 ,16.0 
2019/10/9,72.10 ,16.4 
2019/10/10,71.75 ,17.6 
2019/10/11,,
2019/10/12,72.10 ,17.0 
2019/10/13,71.00 ,14.8 
2019/10/14,,
2019/10/15,72.20 ,17.3 
2019/10/16,71.55 ,17.2 
2019/10/17,71.10 ,17.4 
2019/10/18,71.80 ,18.0 
2019/10/19,70.40 ,14.7 
2019/10/20,70.90 ,16.1 
2019/10/21,71.00 ,15.5 
2019/10/22,71.00 ,16.0 
2019/10/23,70.75 ,16.0 
2019/10/24,70.80 ,17.2 
2019/10/25,70.35 ,15.2 
2019/10/26,70.90 ,16.2 
2019/10/27,70.65 ,16.8 
2019/10/28,70.70 ,15.3 
2019/10/29,70.35 ,15.2 
2019/10/30,70.20 ,15.6 
2019/10/31,70.25 ,15.8 
2019/11/1,70.50 ,16.0 
2019/11/2,70.60 ,16.6 
2019/11/3,70.80 ,14.5 
2019/11/4,70.00 ,15.5 
2019/11/5,70.10 ,14.5 
2019/11/6,70.10 ,16.1 
2019/11/7,69.60 ,16.1 
2019/11/8,69.90 ,17.1 
2019/11/9,69.80 ,15.1 
2019/11/10,70.15 ,15.1 
2019/11/11,,
2019/11/12,,
2019/11/13,70.80 ,16.2 
2019/11/14,70.30 ,16.3 
2019/11/15,68.80 ,13.9 
2019/11/16,69.75 ,15.7 
2019/11/17,,
2019/11/18,70.95 ,15.0 
2019/11/19,70.45 ,14.7 
2019/11/20,70.15 ,15.5 
2019/11/21,69.65 ,16.5 
2019/11/22,70.00 ,15.6 
2019/11/23,69.30 ,15.1 
2019/11/24,68.80 ,14.0 
2019/11/25,69.75 ,14.7 
2019/11/26,69.45 ,15.0 
2019/11/27,69.20 ,15.0 
2019/11/28,69.05 ,15.4 
2019/11/29,69.05 ,14.1 
2019/11/30,68.95 ,14.0 
2019/12/1,69.20 ,16.0 
2019/12/2,69.60 ,15.3 
2019/12/3,69.25 ,14.9 
2019/12/4,68.90 ,15.3 
2019/12/5,69.05 ,15.0 
2019/12/6,69.10 ,15.1 
2019/12/7,68.80 ,15.1 
2019/12/8,69.35 ,12.7 
2019/12/9,69.55 ,13.8 
2019/12/10,69.35 ,15.5 
2019/12/11,69.80 ,15.3 
2019/12/12,69.25 ,15.1 
2019/12/13,68.65 ,14.7 
2019/12/14,68.95 ,14.9 
2019/12/15,69.65 ,14.0 
2019/12/16,70.00 ,14.2 
2019/12/17,69.80 ,15.4 
2019/12/18,69.45 ,15.6 
2019/12/19,69.90 ,15.8 
2019/12/20,68.95 ,15.0 
2019/12/21,68.95 ,16.0 
2019/12/22,69.45 ,14.9 
2019/12/23,70.00 ,14.2 
2019/12/24,69.50 ,15.1 
2019/12/25,69.00 ,14.9 
2019/12/26,68.35 ,14.7 
2019/12/27,69.20 ,15.5 
2019/12/28,68.60 ,14.0 
2019/12/29,69.40 ,14.0 
2019/12/30,69.70 ,14.9 
2019/12/31,70.40 ,16.0 
2018/1/1,,
2018/1/2,,
2018/1/3,70.70 ,14.4 
2018/1/4,71.40 ,14.8 
2018/1/5,70.50 ,15.2 
2018/1/6,70.00 ,14.2 
2018/1/7,,
2018/1/8,,
2018/1/9,71.25 ,14.5 
2018/1/10,71.45 ,15.6 
2018/1/11,71.60 ,15.1 
2018/1/12,71.35 ,15.0 
2018/1/13,70.80 ,14.9 
2018/1/14,71.05 ,15.9 
2018/1/15,71.95 ,15.0 
2018/1/16,71.70 ,15.1 
2018/1/17,71.40 ,15.1 
2018/1/18,71.60 ,14.9 
2018/1/19,71.15 ,15.1 
2018/1/20,,
2018/1/21,,
2018/1/22,70.85 ,14.9 
2018/1/23,70.70 ,14.6 
2018/1/24,70.40 ,14.8 
2018/1/25,70.25 ,14.8 
2018/1/26,70.20 ,14.8 
2018/1/27,,
2018/1/28,71.45 ,15.7 
2018/1/29,71.75 ,15.8 
2018/1/30,71.05 ,15.0 
2018/1/31,71.00 ,14.8 
2018/2/1,71.00 ,16.0 
2018/2/2,,
2018/2/3,70.70 ,16.4 
2018/2/4,70.60 ,16.2 
2018/2/5,71.70 ,17.0 
2018/2/6,70.80 ,15.4 
2018/2/7,70.50 ,15.9 
2018/2/8,70.65 ,15.4 
2018/2/9,70.65 ,15.2 
2018/2/10,71.20 ,15.1 
2018/2/11,,
2018/2/12,,
2018/2/13,72.05 ,16.0 
2018/2/14,71.35 ,15.0 
2018/2/15,70.90 ,15.0 
2018/2/16,70.10 ,15.5 
2018/2/17,71.60 ,16.1 
2018/2/18,71.70 ,15.9 
2018/2/19,71.80 ,16.1 
2018/2/20,71.75 ,15.7 
2018/2/21,70.80 ,15.8 
2018/2/22,71.15 ,15.6 
2018/2/23,70.85 ,14.7 
2018/2/24,,
2018/2/25,71.35 ,16.9 
2018/2/26,70.30 ,14.8 
2018/2/27,70.55 ,15.6 
2018/2/28,70.05 ,14.7 
2018/3/1,69.80 ,14.5 
2018/3/2,70.45 ,15.0 
2018/3/3,70.00 ,16.1 
2018/3/4,,
2018/3/5,70.50 ,16.3 
2018/3/6,70.45 ,15.1 
2018/3/7,70.55 ,15.6 
2018/3/8,70.05 ,15.1 
2018/3/9,70.55 ,15.6 
2018/3/10,70.00 ,16.1 
2018/3/11,70.90 ,15.5 
2018/3/12,71.15 ,15.0 
2018/3/13,70.40 ,15.7 
2018/3/14,70.30 ,15.6 
2018/3/15,70.25 ,16.0 
2018/3/16,70.35 ,16.2 
2018/3/17,70.45 ,16.1 
2018/3/18,70.80 ,14.7 
2018/3/19,71.50 ,16.1 
2018/3/20,70.50 ,15.7 
2018/3/21,70.70 ,15.4 
2018/3/22,71.50 ,16.9 
2018/3/23,,
2018/3/24,,
2018/3/25,71.20 ,14.0 
2018/3/26,71.30 ,16.1 
2018/3/27,71.60 ,15.8 
2018/3/28,71.30 ,15.6 
2018/3/29,70.95 ,15.5 
2018/3/30,,
2018/3/31,71.65 ,15.6 
2018/4/1,72.94 ,16.4 
2018/4/2,71.75 ,15.4 
2018/4/3,71.65 ,16.3 
2018/4/4,71.40 ,16.0 
2018/4/5,,
2018/4/6,72.25 ,15.6 
2018/4/7,71.90 ,16.9 
2018/4/8,71.90 ,17.1 
2018/4/9,72.05 ,16.5 
2018/4/10,72.00 ,17.0 
2018/4/11,71.80 ,17.0 
2018/4/12,71.70 ,16.5 
2018/4/13,71.25 ,16.7 
2018/4/14,71.80 ,16.3 
2018/4/15,,
2018/4/16,,
2018/4/17,,
2018/4/18,,
2018/4/19,,
2018/4/20,,
2018/4/21,,
2018/4/22,,
2018/4/23,74.30 ,17.1 
2018/4/24,73.05 ,16.5 
2018/4/25,72.80 ,16.5 
2018/4/26,73.00 ,17.7 
2018/4/27,72.80 ,17.3 
2018/4/28,,
2018/4/29,,
2018/4/30,,
2018/5/1,73.80 ,16.0 
2018/5/2,74.00 ,16.4 
2018/5/3,72.15 ,16.5 
2018/5/4,,
2018/5/5,,
2018/5/6,,
2018/5/7,72.95 ,16.8 
2018/5/8,73.00 ,15.5 
2018/5/9,73.00 ,16.4 
2018/5/10,71.75 ,15.5 
2018/5/11,72.15 ,17.0 
2018/5/12,72.40 ,16.0 
2018/5/13,,
2018/5/14,72.85 ,17.0 
2018/5/15,72.30 ,15.1 
2018/5/16,72.10 ,15.5 
2018/5/17,72.15 ,15.5 
2018/5/18,71.95 ,16.1 
2018/5/19,72.45 ,15.5 
2018/5/20,72.10 ,15.5 
2018/5/21,73.00 ,16.0 
2018/5/22,72.65 ,16.8 
2018/5/23,71.80 ,15.9 
2018/5/24,71.85 ,16.5 
2018/5/25,72.00 ,
2018/5/26,72.10 ,
2018/5/27,72.05 ,15.5 
2018/5/28,72.60 ,14.9 
2018/5/29,72.50 ,14.7 
2018/5/30,71.80 ,15.9 
2018/5/31,71.75 ,15.7 
2018/6/1,72.60 ,16.1 
2018/6/2,72.50 ,15.5 
2018/6/3,72.60 ,15.7 
2018/6/4,72.20 ,15.4 
2018/6/5,71.95 ,16.1 
2018/6/6,71.25 ,15.7 
2018/6/7,71.40 ,15.8 
2018/6/8,70.95 ,15.6 
2018/6/9,70.40 ,13.5 
2018/6/10,70.30 ,14.7 
2018/6/11,70.95 ,15.6 
2018/6/12,70.80 ,16.0 
2018/6/13,71.10 ,16.3 
2018/6/14,70.65 ,15.1 
2018/6/15,70.90 ,15.6 
2018/6/16,70.30 ,15.0 
2018/6/17,70.00 ,15.0 
2018/6/18,70.10 ,14.7 
2018/6/19,70.10 ,14.5 
2018/6/20,70.40 ,14.4 
2018/6/21,70.35 ,14.7 
2018/6/22,70.30 ,14.5 
2018/6/23,69.20 ,15.0 
2018/6/24,70.15 ,15.2 
2018/6/25,69.35 ,14.5 
2018/6/26,69.95 ,14.2 
2018/6/27,69.85 ,14.2 
2018/6/28,69.95 ,14.7 
2018/6/29,69.45 ,14.9 
2018/6/30,70.50 ,15.7 
2018/7/1,69.50 ,13.1 
2018/7/2,70.70 ,14.0 
2018/7/3,70.40 ,15.1 
2018/7/4,70.50 ,14.7 
2018/7/5,70.25 ,16.0 
2018/7/6,70.55 ,14.8 
2018/7/7,69.95 ,16.0 
2018/7/8,69.10 ,13.1 
2018/7/9,70.45 ,15.5 
2018/7/10,70.10 ,14.6 
2018/7/11,70.20 ,15.6 
2018/7/12,69.70 ,15.1 
2018/7/13,68.75 ,14.9 
2018/7/14,68.65 ,13.3 
2018/7/15,68.05 ,13.3 
2018/7/16,70.05 ,12.7 
2018/7/17,68.60 ,12.6 
2018/7/18,69.50 ,14.7 
2018/7/19,69.20 ,14.1 
2018/7/20,68.35 ,14.0 
2018/7/21,68.50 ,14.0 
2018/7/22,68.60 ,11.9 
2018/7/23,68.85 ,13.8 
2018/7/24,68.15 ,13.4 
2018/7/25,68.05 ,13.6 
2018/7/26,67.80 ,13.7 
2018/7/27,68.60 ,13.7 
2018/7/28,67.70 ,12.1 
2018/7/29,68.40 ,13.1 
2018/7/30,68.35 ,13.3 
2018/7/31,68.60 ,13.6 
2018/8/1,69.10 ,14.0 
2018/8/2,68.00 ,13.7 
2018/8/3,67.25 ,12.7 
2018/8/4,67.35 ,12.7 
2018/8/5,68.40 ,12.9 
2018/8/6,68.55 ,13.0 
2018/8/7,68.10 ,13.1 
2018/8/8,68.25 ,13.5 
2018/8/9,68.25 ,13.9 
2018/8/10,68.25 ,13.1 
2018/8/11,67.10 ,13.5 
2018/8/12,66.90 ,12.7 
2018/8/13,68.00 ,13.1 
2018/8/14,68.45 ,10.5 
2018/8/15,67.25 ,11.7 
2018/8/16,67.15 ,12.1 
2018/8/17,68.85 ,13.4 
2018/8/18,68.45 ,12.5 
2018/8/19,67.45 ,11.5 
2018/8/20,68.50 ,14.3 
2018/8/21,69.00 ,12.9 
2018/8/22,69.25 ,13.8 
2018/8/23,68.30 ,13.3 
2018/8/24,68.85 ,14.0 
2018/8/25,68.15 ,12.7 
2018/8/26,66.45 ,11.0 
2018/8/27,67.10 ,12.7 
2018/8/28,67.85 ,13.4 
2018/8/29,68.20 ,12.7 
2018/8/30,67.50 ,13.7 
2018/8/31,67.35 ,12.7 
2018/9/1,66.30 ,11.4 
2018/9/2,,
2018/9/3,67.60 ,13.4 
2018/9/4,67.00 ,11.8 
2018/9/5,68.35 ,13.3 
2018/9/6,68.30 ,13.9 
2018/9/7,67.40 ,13.4 
2018/9/8,67.80 ,13.4 
2018/9/9,67.60 ,12.4 
2018/9/10,68.10 ,11.0 
2018/9/11,68.15 ,13.4 
2018/9/12,68.65 ,14.0 
2018/9/13,68.85 ,14.5 
2018/9/14,68.80 ,14.4 
2018/9/15,67.15 ,11.8 
2018/9/16,68.50 ,14.0 
2018/9/17,68.75 ,13.5 
2018/9/18,69.50 ,15.0 
2018/9/19,68.45 ,14.5 
2018/9/20,67.60 ,14.4 
2018/9/21,67.40 ,13.7 
2018/9/22,67.95 ,13.0 
2018/9/23,68.20 ,12.2 
2018/9/24,67.40 ,12.0 
2018/9/25,68.40 ,13.0 
2018/9/26,68.05 ,14.5 
2018/9/27,67.40 ,14.8 
2018/9/28,66.90 ,13.4 
2018/9/29,67.00 ,13.8 
2018/9/30,67.25 ,11.8 
2018/10/1,67.75 ,12.8 
2018/10/2,67.95 ,15.1 
2018/10/3,67.85 ,15.1 
2018/10/4,67.60 ,13.8 
2018/10/5,67.55 ,14.0 
2018/10/6,67.45 ,
2018/10/7,,
2018/10/8,,
2018/10/9,,
2018/10/10,68.75 ,14.3 
2018/10/11,68.20 ,14.1 
2018/10/12,67.80 ,14.7 
2018/10/13,,
2018/10/14,68.80 ,14.8 
2018/10/15,68.15 ,14.5 
2018/10/16,68.55 ,14.6 
2018/10/17,69.25 ,15.0 
2018/10/18,68.75 ,14.5 
2018/10/19,68.70 ,15.0 
2018/10/20,68.20 ,14.4 
2018/10/21,67.50 ,14.5 
2018/10/22,67.80 ,15.0 
2018/10/23,68.25 ,14.4 
2018/10/24,68.75 ,14.2 
2018/10/25,67.90 ,14.0 
2018/10/26,68.50 ,15.0 
2018/10/27,67.70 ,14.2 
2018/10/28,67.90 ,13.9 
2018/10/29,68.30 ,14.7 
2018/10/30,68.90 ,15.2 
2018/10/31,68.55 ,14.4 
2018/11/1,68.35 ,13.5 
2018/11/2,68.35 ,13.7 
2018/11/3,68.20 ,14.6 
2018/11/4,68.15 ,12.5 
2018/11/5,69.00 ,14.5 
2018/11/6,68.90 ,14.5 
2018/11/7,68.80 ,14.5 
2018/11/8,68.50 ,14.7 
2018/11/9,68.40 ,14.0 
2018/11/10,68.00 ,12.6 
2018/11/11,,
2018/11/12,69.95 ,14.4 
2018/11/13,69.40 ,14.4 
2018/11/14,68.40 ,13.8 
2018/11/15,69.00 ,15.0 
2018/11/16,69.10 ,14.5 
2018/11/17,67.60 ,11.5 
2018/11/18,68.40 ,13.4 
2018/11/19,69.50 ,13.8 
2018/11/20,69.35 ,13.9 
2018/11/21,68.75 ,14.7 
2018/11/22,,
2018/11/23,,
2018/11/24,,
2018/11/25,68.90 ,13.0 
2018/11/26,69.15 ,14.9 
2018/11/27,68.90 ,14.7 
2018/11/28,69.20 ,13.7 
2018/11/29,68.45 ,15.3 
2018/11/30,68.30 ,14.7 
2018/12/1,68.65 ,15.2 
2018/12/2,68.80 ,13.9 
2018/12/3,68.85 ,13.6 
2018/12/4,68.50 ,14.2 
2018/12/5,69.30 ,15.2 
2018/12/6,69.05 ,15.2 
2018/12/7,68.50 ,14.7 
2018/12/8,68.20 ,14.5 
2018/12/9,68.85 ,15.1 
2018/12/10,69.30 ,14.7 
2018/12/11,69.05 ,14.9 
2018/12/12,68.90 ,14.7 
2018/12/13,69.20 ,15.4 
2018/12/14,69.10 ,15.1 
2018/12/15,,
2018/12/16,68.20 ,12.7 
2018/12/17,68.50 ,14.7 
2018/12/18,68.80 ,13.7 
2018/12/19,69.20 ,14.4 
2018/12/20,68.65 ,12.7 
2018/12/21,68.65 ,14.5 
2018/12/22,68.40 ,14.8 
2018/12/23,68.30 ,12.7 
2018/12/24,69.30 ,14.9 
2018/12/25,69.50 ,14.1 
2018/12/26,69.30 ,14.5 
2018/12/27,69.00 ,14.3 
2018/12/28,,
2018/12/29,,
2018/12/30,,
2018/12/31,,
2017/1/1,70.55 ,15.0 
2017/1/2,70.20 ,
2017/1/3,70.95 ,13.7 
2017/1/4,70.80 ,16.3 
2017/1/5,69.80 ,15.6 
2017/1/6,70.65 ,16.5 
2017/1/7,,
2017/1/8,70.05 ,14.2 
2017/1/9,70.15 ,15.3 
2017/1/10,71.10 ,14.3 
2017/1/11,70.75 ,15.6 
2017/1/12,69.85 ,15.2 
2017/1/13,69.70 ,15.6 
2017/1/14,69.75 ,15.2 
2017/1/15,70.10 ,14.3 
2017/1/16,70.80 ,16.3 
2017/1/17,,
2017/1/18,71.00 ,15.5 
2017/1/19,70.05 ,15.5 
2017/1/20,69.60 ,14.9 
2017/1/21,69.80 ,15.3 
2017/1/22,70.70 ,16.7 
2017/1/23,70.85 ,15.5 
2017/1/24,70.45 ,14.9 
2017/1/25,70.45 ,15.5 
2017/1/26,70.55 ,16.1 
2017/1/27,70.75 ,15.6 
2017/1/28,70.20 ,15.4 
2017/1/29,70.05 ,16.3 
2017/1/30,70.95 ,15.3 
2017/1/31,70.70 ,15.9 
2017/2/1,70.35 ,15.6 
2017/2/2,70.20 ,14.8 
2017/2/3,69.65 ,15.2 
2017/2/4,69.80 ,
2017/2/5,,
2017/2/6,69.95 ,14.8 
2017/2/7,69.35 ,14.5 
2017/2/8,69.80 ,14.5 
2017/2/9,69.85 ,14.5 
2017/2/10,,
2017/2/11,70.35 ,15.6 
2017/2/12,69.25 ,14.5 
2017/2/13,69.75 ,15.0 
2017/2/14,69.50 ,14.6 
2017/2/15,69.05 ,14.7 
2017/2/16,69.50 ,14.9 
2017/2/17,69.80 ,15.2 
2017/2/18,69.45 ,14.8 
2017/2/19,69.80 ,14.9 
2017/2/20,70.25 ,15.5 
2017/2/21,70.05 ,15.4 
2017/2/22,70.35 ,15.1 
2017/2/23,69.95 ,15.0 
2017/2/24,69.95 ,16.2 
2017/2/25,70.15 ,15.1 
2017/2/26,,
2017/2/27,70.95 ,15.8 
2017/2/28,70.40 ,15.5 
2017/3/1,70.45 ,16.7 
2017/3/2,69.90 ,15.2 
2017/3/3,69.25 ,14.5 
2017/3/4,68.90 ,15.2 
2017/3/5,69.10 ,
2017/3/6,69.70 ,14.8 
2017/3/7,70.50 ,15.2 
2017/3/8,69.85 ,14.9 
2017/3/9,69.65 ,14.7 
2017/3/10,69.55 ,13.8 
2017/3/11,69.60 ,14.4 
2017/3/12,69.80 ,15.6 
2017/3/13,69.85 ,14.1 
2017/3/14,70.35 ,15.5 
2017/3/15,70.25 ,15.9 
2017/3/16,70.35 ,16.3 
2017/3/17,70.70 ,16.9 
2017/3/18,69.05 ,14.7 
2017/3/19,69.65 ,17.1 
2017/3/20,70.00 ,15.6 
2017/3/21,69.85 ,14.8 
2017/3/22,69.30 ,15.2 
2017/3/23,69.95 ,15.6 
2017/3/24,69.90 ,15.7 
2017/3/25,69.90 ,16.7 
2017/3/26,,
2017/3/27,71.15 ,15.5 
2017/3/28,70.50 ,15.2 
2017/3/29,69.75 ,15.2 
2017/3/30,69.70 ,15.5 
2017/3/31,,
2017/4/1,70.70 ,16.0 
2017/4/2,69.80 ,15.0 
2017/4/3,69.70 ,15.5 
2017/4/4,69.60 ,15.3 
2017/4/5,70.30 ,15.8 
2017/4/6,70.00 ,15.0 
2017/4/7,71.00 ,16.3 
2017/4/8,70.05 ,14.9 
2017/4/9,70.25 ,16.1 
2017/4/10,69.65 ,14.6 
2017/4/11,69.55 ,14.0 
2017/4/12,69.70 ,15.8 
2017/4/13,69.50 ,16.3 
2017/4/14,69.20 ,15.0 
2017/4/15,69.05 ,
2017/4/16,69.65 ,15.4 
2017/4/17,69.45 ,15.1 
2017/4/18,69.75 ,15.1 
2017/4/19,70.60 ,14.2 
2017/4/20,70.10 ,15.5 
2017/4/21,69.65 ,15.5 
2017/4/22,69.20 ,
2017/4/23,,
2017/4/24,70.95 ,14.7 
2017/4/25,71.35 ,14.7 
2017/4/26,70.00 ,15.3 
2017/4/27,69.85 ,15.1 
2017/4/28,69.85 ,14.3 
2017/4/29,70.10 ,
2017/4/30,,
2017/5/1,,
2017/5/2,69.95 ,15.1 
2017/5/3,70.10 ,15.2 
2017/5/4,70.45 ,15.1 
2017/5/5,70.80 ,15.8 
2017/5/6,,
2017/5/7,71.25 ,16.6 
2017/5/8,72.35 ,15.7 
2017/5/9,72.05 ,16.0 
2017/5/10,70.95 ,15.1 
2017/5/11,70.30 ,15.4 
2017/5/12,70.10 ,16.1 
2017/5/13,71.10 ,16.3 
2017/5/14,70.85 ,15.5 
2017/5/15,71.05 ,15.6 
2017/5/16,70.70 ,15.3 
2017/5/17,70.65 ,15.3 
2017/5/18,70.55 ,16.3 
2017/5/19,69.60 ,15.2 
2017/5/20,70.00 ,15.6 
2017/5/21,69.45 ,12.5 
2017/5/22,69.90 ,14.3 
2017/5/23,70.35 ,14.5 
2017/5/24,70.50 ,15.0 
2017/5/25,70.40 ,15.2 
2017/5/26,70.30 ,14.7 
2017/5/27,70.20 ,15.4 
2017/5/28,69.85 ,15.3 
2017/5/29,70.95 ,15.2 
2017/5/30,,
2017/5/31,70.70 ,14.8 
2017/6/1,70.25 ,15.7 
2017/6/2,70.25 ,15.5 
2017/6/3,70.20 ,15.4 
2017/6/4,69.85 ,14.8 
2017/6/5,70.50 ,14.9 
2017/6/6,70.85 ,15.4 
2017/6/7,70.50 ,14.4 
2017/6/8,70.10 ,15.4 
2017/6/9,70.25 ,15.4 
2017/6/10,69.70 ,13.8 
2017/6/11,,
2017/6/12,69.95 ,14.7 
2017/6/13,70.35 ,14.8 
2017/6/14,70.60 ,15.5 
2017/6/15,70.35 ,15.3 
2017/6/16,69.45 ,14.8 
2017/6/17,69.30 ,14.9 
2017/6/18,,
2017/6/19,69.60 ,15.0 
2017/6/20,69.35 ,14.6 
2017/6/21,70.15 ,15.3 
2017/6/22,69.75 ,15.6 
2017/6/23,69.30 ,14.5 
2017/6/24,69.45 ,15.0 
2017/6/25,69.95 ,14.2 
2017/6/26,70.15 ,15.2 
2017/6/27,69.65 ,14.9 
2017/6/28,69.35 ,15.1 
2017/6/29,69.00 ,13.9 
2017/6/30,69.20 ,14.5 
2017/7/1,69.80 ,14.2 
2017/7/2,70.20 ,12.5 
2017/7/3,70.80 ,15.1 
2017/7/4,70.40 ,14.5 
2017/7/5,70.35 ,14.8 
2017/7/6,70.00 ,15.2 
2017/7/7,69.40 ,14.1 
2017/7/8,69.90 ,15.1 
2017/7/9,69.15 ,15.0 
2017/7/10,70.35 ,15.4 
2017/7/11,69.65 ,14.5 
2017/7/12,69.20 ,14.8 
2017/7/13,69.90 ,14.7 
2017/7/14,69.70 ,15.1 
2017/7/15,,
2017/7/16,,
2017/7/17,,
2017/7/18,70.45 ,14.0 
2017/7/19,70.30 ,14.7 
2017/7/20,70.05 ,14.8 
2017/7/21,69.55 ,14.2 
2017/7/22,68.90 ,12.4 
2017/7/23,69.30 ,14.4 
2017/7/24,70.10 ,14.8 
2017/7/25,69.85 ,14.3 
2017/7/26,68.70 ,14.1 
2017/7/27,68.60 ,14.3 
2017/7/28,68.70 ,13.3 
2017/7/29,,
2017/7/30,,
2017/7/31,71.20 ,14.3 
2017/8/1,70.60 ,14.5 
2017/8/2,69.45 ,14.4 
2017/8/3,69.15 ,14.8 
2017/8/4,69.65 ,14.4 
2017/8/5,70.35 ,14.4 
2017/8/6,69.70 ,15.5 
2017/8/7,69.45 ,14.7 
2017/8/8,70.00 ,14.0 
2017/8/9,69.70 ,14.8 
2017/8/10,70.25 ,14.9 
2017/8/11,,
2017/8/12,,
2017/8/13,,
2017/8/14,,
2017/8/15,70.20 ,13.8 
2017/8/16,69.50 ,13.9 
2017/8/17,69.65 ,14.1 
2017/8/18,69.65 ,15.1 
2017/8/19,69.30 ,13.9 
2017/8/20,69.40 ,14.6 
2017/8/21,69.40 ,14.4 
2017/8/22,70.15 ,14.4 
2017/8/23,70.80 ,13.3 
2017/8/24,70.00 ,13.9 
2017/8/25,69.35 ,14.5 
2017/8/26,69.75 ,14.3 
2017/8/27,70.50 ,13.7 
2017/8/28,71.35 ,14.7 
2017/8/29,70.80 ,15.0 
2017/8/30,70.80 ,15.0 
2017/8/31,70.10 ,14.8 
2017/9/1,,
2017/9/2,,
2017/9/3,70.95 ,15.0 
2017/9/4,70.70 ,14.4 
2017/9/5,70.90 ,15.5 
2017/9/6,70.30 ,14.0 
2017/9/7,69.60 ,14.9 
2017/9/8,69.95 ,14.8 
2017/9/9,,
2017/9/10,69.60 ,13.6 
2017/9/11,70.70 ,14.6 
2017/9/12,70.75 ,15.3 
2017/9/13,70.55 ,15.6 
2017/9/14,69.20 ,14.5 
2017/9/15,69.50 ,15.0 
2017/9/16,69.35 ,15.0 
2017/9/17,,
2017/9/18,69.75 ,12.7 
2017/9/19,70.25 ,15.2 
2017/9/20,70.15 ,15.0 
2017/9/21,70.45 ,14.9 
2017/9/22,70.25 ,14.6 
2017/9/23,70.15 ,15.6 
2017/9/24,,
2017/9/25,71.50 ,15.8 
2017/9/26,70.45 ,15.5 
2017/9/27,70.45 ,15.9 
2017/9/28,70.05 ,15.1 
2017/9/29,70.45 ,16.5 
2017/9/30,70.25 ,15.9 
2017/10/1,70.10 ,15.8 
2017/10/2,70.60 ,14.5 
2017/10/3,70.75 ,15.0 
2017/10/4,70.30 ,15.6 
2017/10/5,70.50 ,15.9 
2017/10/6,,
2017/10/7,70.85 ,14.7 
2017/10/8,,
2017/10/9,,
2017/10/10,71.20 ,15.6 
2017/10/11,70.30 ,15.0 
2017/10/12,69.85 ,15.0 
2017/10/13,70.50 ,15.2 
2017/10/14,70.20 ,15.9 
2017/10/15,70.20 ,15.5 
2017/10/16,70.95 ,16.2 
2017/10/17,70.60 ,15.4 
2017/10/18,69.45 ,15.9 
2017/10/19,69.50 ,15.0 
2017/10/20,69.65 ,14.6 
2017/10/21,69.00 ,13.5 
2017/10/22,70.40 ,15.5 
2017/10/23,70.95 ,14.9 
2017/10/24,70.30 ,15.8 
2017/10/25,69.95 ,14.5 
2017/10/26,69.80 ,16.1 
2017/10/27,70.15 ,16.6 
2017/10/28,69.95 ,15.4 
2017/10/29,70.85 ,15.6 
2017/10/30,71.35 ,16.3 
2017/10/31,70.70 ,16.2 
2017/11/1,70.90 ,15.6 
2017/11/2,70.65 ,16.3 
2017/11/3,,
2017/11/4,,
2017/11/5,,
2017/11/6,71.10 ,15.3 
2017/11/7,69.30 ,15.3 
2017/11/8,69.30 ,14.3 
2017/11/9,69.40 ,15.3 
2017/11/10,71.10 ,16.0 
2017/11/11,69.80 ,14.1 
2017/11/12,70.55 ,15.3 
2017/11/13,70.80 ,15.2 
2017/11/14,70.55 ,15.3 
2017/11/15,69.60 ,14.5 
2017/11/16,70.30 ,15.1 
2017/11/17,69.95 ,15.0 
2017/11/18,69.90 ,15.1 
2017/11/19,69.95 ,14.6 
2017/11/20,69.65 ,14.9 
2017/11/21,70.60 ,14.8 
2017/11/22,70.20 ,13.9 
2017/11/23,70.30 ,14.0 
2017/11/24,70.90 ,14.4 
2017/11/25,71.00 ,15.3 
2017/11/26,70.80 ,14.4 
2017/11/27,70.15 ,13.6 
2017/11/28,70.35 ,15.3 
2017/11/29,70.35 ,14.2 
2017/11/30,,
2017/12/1,,
2017/12/2,71.10 ,14.3 
2017/12/3,70.90 ,15.7 
2017/12/4,70.20 ,14.7 
2017/12/5,70.40 ,15.7 
2017/12/6,70.60 ,14.9 
2017/12/7,70.60 ,15.3 
2017/12/8,70.95 ,15.9 
2017/12/9,,
2017/12/10,,
2017/12/11,70.55 ,13.4 
2017/12/12,71.15 ,13.9 
2017/12/13,70.90 ,14.2 
2017/12/14,70.30 ,13.9 
2017/12/15,71.05 ,13.8 
2017/12/16,,
2017/12/17,,
2017/12/18,71.15 ,15.0 
2017/12/19,70.45 ,15.7 
2017/12/20,70.70 ,16.3 
